pathway	description	X16S_1_10_S10_L001	X16S_1_11_S11_L001	X16S_1_12_S12_L001	X16S_1_13_S13_L001	X16S_1_14_S14_L001	X16S_1_15_S15_L001	X16S_1_16_S16_L001	X16S_1_17_S17_L001	X16S_1_18_S18_L001	X16S_1_19_S19_L001	X16S_1_1_S1_L001	X16S_1_20_S20_L001	X16S_1_21_S21_L001	X16S_1_22_S22_L001	X16S_1_23_S23_L001	X16S_1_24_S24_L001	X16S_1_25_S25_L001	X16S_1_26_S26_L001	X16S_1_27_S27_L001	X16S_1_28_S28_L001	X16S_1_29_S29_L001	X16S_1_2_S2_L001	X16S_1_30_S30_L001	X16S_1_31_S31_L001	X16S_1_32_S32_L001	X16S_1_33_S33_L001	X16S_1_34_S34_L001	X16S_1_35_S35_L001	X16S_1_36_S36_L001	X16S_1_37_S37_L001	X16S_1_38_S38_L001	X16S_1_39_S39_L001	X16S_1_3_S3_L001	X16S_1_40_S40_L001	X16S_1_41_S41_L001	X16S_1_42_S42_L001	X16S_1_43_S43_L001	X16S_1_44_S44_L001	X16S_1_45_S45_L001	X16S_1_46_S46_L001	X16S_1_47_S47_L001	X16S_1_48_S48_L001	X16S_1_49_S49_L001	X16S_1_4_S4_L001	X16S_1_50_S50_L001	X16S_1_51_S51_L001	X16S_1_52_S52_L001	X16S_1_53_S53_L001	X16S_1_54_S54_L001	X16S_1_55_S55_L001	X16S_1_56_S56_L001	X16S_1_57_S57_L001	X16S_1_58_S58_L001	X16S_1_59_S59_L001	X16S_1_5_S5_L001	X16S_1_6_S6_L001	X16S_1_7_S7_L001	X16S_1_8_S8_L001	X16S_1_9_S9_L001
PWY-7527	L-methionine salvage cycle III	4492.8023	4131.9202	336.7097	5620.273	4847.2097	3462.485	824.296	2750.9056	1573.7348	734.674	1681.8607	5055.0767	3590.6704	2015.9326	4121.169	7557.3394	1974.9089	804.4146	1388.7531	11961.5425	2750.9607	2888.0045	2847.1909	3196.7766	1993.2114	21818.694	566.7167	12124.4181	4885.2384	25683.6935	13061.9056	11250.981	1769.0773	4026.6554	7821.9418	2231.2904	5504.7927	27347.8001	7982.7634	8858.5377	6442.2002	33219.5414	9065.1206	8215.9784	9253.3085	2426.107	1868.1649	4908.4855	4583.9172	30299.2321	1857.4453	2204.7205	1120.0169	4703.5103	585.0046	1586.6678	6334.7636	1830.2345	3277.9252
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III Chlamydia	126647.4811	79677.0992	9438.2118	82054.1201	66284.7029	152917.3811	31833.7768	65943.973	31332.2805	28513.2067	55805.24	185390.8495	124615.5275	52399.2123	64626.4108	81696.8385	66942.3044	45268.1379	24077.0256	212021.2369	49172.3426	32022.1322	73664.8995	110156.9088	30708.1272	251545.9971	31103.6958	150125.0829	168248.6756	246854.6622	105943.0868	179566.0577	42227.6287	85023.5565	85965.8641	88430.165	52123.9322	181993.0558	76882.7119	230865.2568	122256.2374	274114.3734	77269.3962	70843.1206	168446.8103	95795.7077	28091.9256	56962.3571	55968.3125	370071.551	296942.8912	75125.6568	58488.8388	54607.8422	67576.9744	33039.9598	72279.0473	40853.3982	54541.4782
PWY-7560	methylerythritol phosphate pathway II	138743.6137	161473.9282	27755.4628	126773.8322	94148.1737	164129.5802	53466.7154	96054.6578	45906.6625	46364.1083	69178.4862	202627.8199	184026.3699	81195.2594	80850.5235	121714.3725	75125.2703	70205.4742	37124.043	246284.3777	67207.1748	30044.2527	86858.0431	169764.4825	27837.5844	278698.4413	31117.1131	171864.3912	188392.5095	401640.9459	122739.9177	254986.0438	60757.6646	91632.1052	98147.309	104330.9567	48486.0051	279577.9926	74823.1809	329242.9728	131080.2069	272373.8209	68510.3833	96781.9276	188549.8061	104790.3946	37074.2458	72271.6363	52146.6812	333665.1265	316518.2161	78888.5236	57065.9727	51638.0423	77410.1458	45289.408	94427.5921	63217.7522	71062.3693
PWY-7616	methanol oxidation to carbon dioxide	13050.2054	3027.9515	932.3672	2163.6239	210.2766	17910.1626	304.2228	779.5583	509.8498	367.7149	4116.0582	15482.5837	217.1926	1009.8841	1576.6693	1326.013	8061.5241	449.7615	465.3474	12955.3333	491.0364	1586.9831	7547.9126	3538.3835	1025.0608	34973.4854	284.8536	14116.5876	2471.9926	4517.8626	1701.6883	3587.6144	342.4552	5917.2157	2656.4221	3987.1719	1588.9701	3134.784	2741.0711	3683.2206	17286.6022	16765.2454	3277.934	1562.4593	16196.9811	9338.9943	1924.0038	2262.5936	2043.3818	55338.3964	20358.0391	6277.2082	9193.3969	7698.9793	7372.5179	1342.7212	1299.6351	1101.653	650.6952
PWY-7663	gondoate biosynthesis anaerobic	186870.0721	207516.7199	35413.3548	171767.4498	133436.7088	213593.5389	70073.9286	118701.148	63507.1485	57977.4269	95799.3959	240309.5379	275352.0133	107002.5306	118549.5481	165677.2417	87658.4825	93849.0968	49537.7009	352759.239	89494.6563	40552.5833	123610.6466	224574.8376	37422.7846	368835.7412	48065.1101	247234.2678	228924.6497	559125.7878	172882.4253	369516.8054	83623.4721	132291.5824	135388.1963	145367.0792	71703.8405	366385.6946	101930.9941	453469.646	185248.3641	387092.3285	95669.2005	128172.9561	271542.6046	150705.3566	49764.5561	96469.4341	73661.4568	458449.2048	399067.9519	120103.8584	78558.3803	72186.4787	114256.6837	62070.7277	137786.8313	84393.3945	102599.2644
PWY-7664	oleate biosynthesis IV anaerobic	90035.2338	37504.9368	6756.3322	32341.661	38149.5412	75125.0483	8793.9509	17710.6245	17784.9193	6656.8168	35628.7599	104527.8934	95150.7599	25095.3921	41806.9058	36631.4274	28638.2785	20183.238	10247.4417	121482.881	21814.6134	13195.4792	44993.3018	35247.4197	12911.523	143500.1075	10185.7079	96051.3697	83217.1685	166002.7524	47383.8762	115348.7667	18446.2066	65939.696	38425.0936	43744.0887	25188.449	63058.1509	31126.4186	131753.8773	81162.2515	140080.4908	30891.4612	24193.8053	109550.5887	69163.016	14150.9659	16126.4676	34468.1696	211884.7754	186803.7332	72282.9686	43201.0857	36417.9148	50614.2926	14431.8254	60172.0316	16716.2147	33339.2278
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	165721.7808	213447.2568	41468.8578	190555.7232	123001.9597	195000.3249	67215.5845	127468.7282	58781.443	66393.4368	82160.4879	241572.6266	245686.0279	103529.5012	107141.7079	167050.9938	89004.4824	93164.5985	48647.8472	315247.9268	83426.4652	34974.452	102793.4292	224845.4907	32071.7252	347096.3407	40709.2261	205773.9122	223576.9197	497148.9732	154327.4136	312229.4423	82573.4671	108771.4226	117282.9335	122905.6408	58918.6792	373146.0192	90445.0218	417621.2446	159271.6175	347341.8719	80869.7128	133568.2944	231078.4097	125521.6669	45140.2727	89422.6269	61771.2144	442518.8796	373481.1663	96233.8209	68605.4276	64149.4984	90792.8562	58202.8347	123120.2802	92262.0826	92367.965
PWY-922	mevalonate pathway I	1824.3594	8522.3364	910.3656	9987.2265	2843.0292	1897.5252	1217.1154	3823.5234	699.7791	1446.0102	566.7925	2172.3981	8501.6893	4452.2478	9476.3555	9646.0772	193.2695	4113.3133	4238.5329	56178.2061	14270.5051	274.226	1378.7535	21534.8543	1400.5993	7590.6139	3779.8293	2764.1949	15441.4778	20520.185	26046.8818	26014.948	1793.8997	1762.7746	16207.5976	880.7993	7407.7444	17147.0676	10665.9768	19014.79	6193.6753	79823.6306	80.4187	9028.1583	30063.1464	1077.0565	4636.8957	18216.0528	4367.8932	92896.781	3513.6097	1743.5006	1148.3597	572.8712	625.8199	1456.0413	2063.359	3337.5668	2547.797
PWY0-1061	superpathway of L-alanine biosynthesis	62038.7267	24989.9604	2666.9839	20730.3681	22912.5192	75136.6576	6124.4354	20321.1125	15976.6046	6249.1353	28178.108	78922.3746	40000.9915	20186.6939	40182.9228	31259.3452	23458.5714	12681.5018	8800.2523	104837.2402	17284.551	12741.2103	34469.9913	33473.6841	10775.0865	128203.6029	9348.6659	74169.697	137587.8131	95068.9044	57077.4697	73029.6422	11274.2823	49158.7874	39858.2511	43678.8472	25657.7015	48513.2446	31750.1771	76213.1419	68593.1855	142267.8931	36255.653	18189.4109	66311.5825	46366.6786	11202.17	13918.7919	30034.8282	275783.4457	163677.7203	36141.6579	37387.8775	35316.8291	34806.0171	11927.086	34280.3405	11011.5658	20189.0473
PWY0-1241	ADP-L-glycero- and beta-D-manno-heptose biosynthesis	57977.2368	81206.4185	8616.2803	82404.2874	62007.697	51193.9766	32372.8312	60734.0293	31151.2638	33108.8083	34542.806	81401.8782	119684.294	54182.8194	50060.4088	74972.4393	30051.4812	45590.0142	23266.6008	123284.6085	38731.9304	5621.8188	40631.9257	106643.0014	3981.6766	109605.1407	11081.8759	77729.8751	81101.6449	256944.6635	59716.1968	147872.911	39871.2048	40248.681	42209.6459	52813.0033	13437.4263	175297.9959	19338.6585	207972.9469	54216.7633	88731.6055	11679.0584	55578.619	79744.1581	50013.1547	20347.7979	36963.3748	17027.336	89294.854	122118.1413	31833.9364	19474.9184	11394.1193	34669.2115	29158.7284	60981.3127	41333.02	43252.0955
PWY0-1261	anhydromuropeptides recycling	92126.142	79721.42	15044.2974	64461.3343	49644.1023	113646.0264	21458.2155	53927.9863	24979.1864	17575.0891	50992.5242	142141.7364	88008.4103	36208.1777	47398.7143	67257.14	42515.9427	33587.8228	20017.7815	203732.8135	47264.6522	27187.3784	54487.4067	81698.4445	23295.9353	206715.5261	15616.7896	134733.0382	195858.2196	221751.236	110609.3523	169865.794	24884.2021	64314.6583	89432.0804	71117.4192	52615.8062	146303.0027	75985.4208	175296.2906	106905.3357	296676.0051	68672.4704	52323.7897	154814.7305	77586.1659	23267.4482	52021.0051	57426.0721	384944.747	241002.8923	63626.4905	50022.9447	42120.4099	49553.6459	24165.4397	59520.0473	29958.021	37913.2053
PWY0-1277	3-phenylpropanoate and 3-3-hydroxyphenylpropanoate degradation	8551.1451	4797.8828	858.9061	767.3666	44.0674	3685.6023	0	13.1507	325.7207	128.5036	411.6005	25914.748	286.5454	1289.5808	604.9362	1048.4454	2331.1069	254.1196	662.2948	4797.1959	81.7761	0	644.0567	3819.2327	0	21987.7637	0	3705.5252	2025.6401	2452.098	7.1968	792.7448	248.4382	12224.633	391.3882	140.987	0	485.429	0	1228.2506	3650.8809	0	0	1475.8353	4574.3315	5321.5887	407.6728	11.9747	0	2031.6883	5393.7829	1816.8256	1405.764	546.1302	4463.0309	810.4315	1524.7175	5.9877	552.522
PWY0-1296	purine ribonucleosides degradation	67983.2382	60167.6395	9977.6403	51383.1991	38595.5451	71789.56	19871.9902	35461.8304	18928.1931	18201.8613	37743.1414	97027.8658	60359.2743	27057.8002	33566.1	55274.029	38804.279	25990.6016	17574.1267	169160.7757	42021.2135	35705.8122	40597.2172	68173.4618	34800.4902	146673.0717	11526.5381	90302.4674	109671.2445	173900.0222	103965.4627	127198.3481	20206.3197	39997.8312	86377.5023	55485.9714	59117.3636	130706.1076	89223.632	138752.5356	69759.8708	289774.2975	92008.1277	43438.0127	119859.9479	49442.3689	16744.9133	55713.1116	62199.0556	236519.6882	156219.4228	38910.5535	27877.5382	28124.3679	32231.9268	17633.2166	34410.4824	24720.7861	25984.5759
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	62961.8102	51425.3781	9239.5804	44474.0033	27035.5314	66088.2925	10718.5784	35249.1529	14337.4763	14393.4293	29011.5193	97688.0456	38143.8288	23439.4902	26174.2294	50006.6908	34729.1704	17159.6962	15706.5967	161668.2921	39902.5891	34243.3963	36889.9962	61212.2155	33174.0572	136683.5227	11027.2966	82659.2853	112975.8891	153323.4542	98447.12	115010.9166	15544.2602	36708.2702	82048.7374	50858.8888	56505.0518	121078.7858	86635.3985	103689.8563	64723.5991	279536.5069	88288.957	41006.2154	111567.6606	45644.437	15895.4835	54416.4747	59069.4762	270411.2444	142964.952	35680.3276	26802.1702	26108.1353	29410.1782	15691.3731	30310.6737	20057.9892	20649.5061
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	41793.6722	41950.9645	7356.5641	37159.4722	26662.3214	39832.2216	15221.5374	31962.9089	13829.9379	11758.5974	26337.0386	68663.2128	44301.6469	19428.1527	23471.1752	40669.7912	22082.9516	19071.653	12631.5019	136638.5259	32699.3769	28828.1714	29908.389	50775.369	28121.6759	103614.1741	9179.1216	64199.0188	66629.4537	132172.9033	82321.3558	95822.5637	15509.9422	29291.4566	68809.6795	40148.5478	48537.0408	97772.5207	72722.994	93059.4245	48336.059	237312.971	73277.0449	32773.5512	95907.2154	31143.5046	13082.9322	45239.8477	50550.5281	188806.9531	108524.5461	27264.1505	16097.2948	17285.5099	22362.633	13419.3329	27183.907	18319.5304	18115.2544
PWY0-1319	CDP-diacylglycerol biosynthesis II	186528.7935	209778.4445	35620.8307	165502.7974	127911.3249	222362.1811	66518.9987	120776.7768	60753.6398	58098.7361	92764.9489	273120.6044	268358.5491	104404.1109	114045.5503	159125.7814	99839.1443	90861.7421	47785.1687	335483.9705	83605.9767	37497.4655	117861.3394	219179.7087	34336.7527	377872.5855	42780.1213	235740.4933	252022.0777	536861.0922	162718.9769	346560.8032	81975.0122	120827.1852	125963.4044	143809.1633	65078.7117	361770.9097	96258.4906	445333.9119	178786.0893	364063.3071	90544.5333	127913.7764	254458.2062	142697.3082	47962.7389	91622.4587	65882.7068	500363.1319	424076.6789	108084.9254	75449.4137	68712.2128	104324.1632	61060.903	131751.4074	83027.7423	96524.589
PWY0-1338	polymyxin resistance	1399.76	12.2977	0	41.3552	48.051	174.1426	1.2461	42.1332	38.0322	2.4912	287.862	0	54.6187	123.4403	9.3642	49.1487	255.4878	414.1351	77.702	2594.5478	181.0264	517.67	340.917	39.8111	920.3099	169.2203	97.1486	387.4394	112.8669	409.133	239.5696	163.5219	26.7723	144.8652	497.4799	0.125	691.9016	251.8438	2154.2587	241.2652	196.6329	3135.2573	357.5633	53.33	2363.4064	90.0505	253.5345	174.6953	129.5703	11050.3024	1713.7134	508.2398	454.4961	5.2218	1320	14.7321	136.5159	24.1554	41.0494
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	58411.5535	35213.186	5952.6366	33664.3548	27240.5255	86343.2045	9446.1798	24330.4966	14804.428	8569.5162	31332.4866	97541.4964	44828.1183	18584.9933	27744.0803	37037.6391	32505.1107	15186.9812	9780.5964	116199.5268	24263.9314	29089.3251	38776.5758	41495.1946	29367.6514	138443.4499	11859.8169	82877.8846	69495.1973	122221.1937	60717.0402	89541.3022	11944.8327	41026.9908	57349.7596	47734.9736	43923.9234	70917.8907	68425.0845	87731.8053	67476.6742	209663.2953	71312.8633	26472.5874	86632.8836	54013.4715	13606.2965	37960.2961	45705.758	242738.4151	161278.4706	41367.7483	29587.0994	29978.6369	38315.3565	12937.9792	29040.3004	15030.4983	19111.8551
PWY0-1479	tRNA processing	65174.1007	33726.0981	3237.6536	30024.2718	34308.4942	96866.3294	10020.6207	33586.5798	19708.1247	9173.0706	33111.7765	75419.8498	53578.6807	25663.2547	35606.4861	40543.474	24278.2062	19239.2568	11784.6418	117934.6969	22860.7693	12770.1107	38805.0054	47352.9776	10681.6503	123217.2136	15447.2975	84634.4228	138231.2652	118473.8461	54117.1476	94131.4587	19089.5971	24317.4596	41454.0444	56237.1633	23102.5203	76634.9529	31032.457	102967.1036	71469.5797	145103.0994	32825.4294	32082.0004	75911.7161	42502.8181	13814.181	20576.3023	28899.499	253864.0958	189552.5706	34657.2139	36880.5866	31095.9593	31629.3364	16217.2376	35151.9413	15790.1796	29127.5273
PWY0-1533	methylphosphonate degradation I	17947.4557	6976.6636	542.676	8827.4837	7644.1765	18226.8111	1178.7443	4867.6736	2668.6967	960.2506	12438.3855	15609.6617	12056.4908	4756.9361	5358.3628	11868.7713	6201.7924	3645.0723	3878.1912	74824.0973	17148.8525	26672.2754	7564.3899	16050.2644	26527.766	44347.007	6330.8689	31885.0703	29453.4344	41282.127	46378.2756	48639.5755	3680.7269	12557.5045	45634.4361	7168.1117	37581.1408	30335.6493	59611.9015	35891.2737	23205.7007	173024.1645	63888.0828	11741.1109	52476.7911	14275.5765	6073.9588	26997.9607	38469.7804	97112.2995	53564.5534	18763.6344	10032.3348	17140.9796	8122.991	3362.8122	9539.9783	2457.4917	8359.9133
PWY0-1586	peptidoglycan maturation meso-diaminopimelate containing	114090.763	70752.3417	11914.112	65347.7626	47445.6386	127288.258	22498.3105	55816.8026	25318.5224	22351.1889	51726.7337	187898.3532	76624.561	36841.8612	45608.8213	73831.8797	67830.8317	29391.0815	20567.5895	191905.3918	46277.6597	40602.037	61270.992	80319.4619	40409.896	233511.9251	13985.1908	133514.8618	228744.7744	216326.3758	114138.1956	150489.1001	21207.7028	81850.0375	92850.4624	74982.1464	65904.1541	172133.4957	105011.3203	171468.6689	102407.7647	318701.6235	104152.2745	59652.5175	158699.1899	81488.6429	22838.4303	63176.992	62872.8901	340339.4251	260548.5045	65973.389	47956.4959	44051.1684	60285.9218	24136.1106	52422.4747	30666.9943	34739.8405
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	174389.9544	233961.8678	48657.7862	212536.3175	133750.5152	212124.1852	72586.9339	139310.9194	63653.5408	74015.3164	86989.9822	258250.1229	270387.4477	112247.7484	113467.0936	182952.7369	95821.0894	102398.9382	52566.4399	339845.4762	90188.1441	35898.4824	109066.3169	245782.7305	32983.7463	364709.5357	42641.7898	215708.0445	235360.7716	533489.449	164162.05	336605.1648	90492.1095	112673.7187	124032.718	132507.4828	61463.3041	405257.952	93774.6698	457357.333	166409.6986	361556.4378	81576.6092	145707.0988	242092.2279	132748.6821	47924.2788	95209.4931	63721.8527	459216.9913	399515.463	100484.972	70519.328	67198.3765	96188.7645	62886.7704	134647.3564	102669.9876	100335.5465
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis E. coli	114167.5663	74663.2174	25913.0232	96978.8933	59915.4676	132053.6742	19499.544	59057.9266	30119.1812	35525.2815	56375.588	160882.916	123348.0781	45416.7422	66327.0274	78296.3323	56349.4745	35678.445	23201.0943	215687.0983	51488.8256	22102.004	70567.0957	96845.2096	17892.4405	238188.58	21629.5071	147644.0106	172513.8614	253259.671	109485.8677	189176.679	32956.9243	80098.9522	81284.2599	81658.2446	41118.4995	163077.0773	57267.7919	205050.782	116784.5545	237675.259	47516.8075	61477.7886	160126.0718	88437.5096	27240.1381	57234.88	44031.7022	331774.0093	275481.7103	71575.0224	54536.3405	46938.1356	63788.9916	26903.3121	68646.5668	38172.9581	49296.832
PWY0-321	phenylacetate degradation I aerobic	16997.1226	14209.6422	2439.7509	10607.7111	7545.9887	14912.0283	1874.5241	5351.9085	3799.9109	2964.062	7285.5987	27244.1516	6716.2723	3934.1888	3043.6966	6495.5367	10286.721	2948.5617	1011.155	9104.5598	1562.8563	415.8932	13297.1986	6921.3197	668.3879	33500.5081	886.7261	19672.9933	6004.8372	24251.835	6925.0244	15457.7593	6346.6403	9172.1424	5033.0656	20854.3839	2242.3124	12398.2252	2925.4689	17421.0554	19258.1219	24704.343	31.3736	5706.2004	10961.239	15593.1277	1805.6608	3826.2928	0	36110.2562	32959.8081	8257.3808	6308.2493	2007.2675	10638.1725	5954.5732	9231.1108	5386.3651	5284.2236
PWY0-41	allantoin degradation IV anaerobic	0	0	0	0	8.0826	0	0	0.3	0	0	0	0	0	0	0.5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	101.2324	0.3	0	0.3	0	10.1955	0	0	0	0	0.3	0	0	0	0	0	0	0	0	7.4943	32.7959	0	0	0	0
PWY0-42	2-methylcitrate cycle I	21976.4697	14064.8349	1577.8982	12261.7893	11288.7696	23616.1307	3185.5356	11120.6446	5741.4008	3602.5508	10823.8397	24861.4487	17801.8177	9005.9101	9562.972	15718.6524	8337.8374	6054.1697	4088.2574	36578.8901	8248.4552	4944.9853	13993.6419	14760.6371	4168.9802	43504.3988	2686.1041	26752.801	23549.5433	41187.2793	17352.667	30047.988	6229.5819	16404.8475	14920.2524	15374.1887	7808.7118	25123.4949	11232.6498	35537.8141	25527.1896	53674.276	13279.9579	9130.8877	22411.6433	15612.4853	3849.6644	6542.2264	13119.9497	69138.164	49654.9622	11833.4587	12292.8182	9273.3982	11376.2363	5804.2976	14433.9765	6105.5514	8908.6855
PWY0-781	aspartate superpathway	122535.7355	95543.4576	17237.1645	83716.6863	58937.4739	143865.3729	22532.3539	63180.8264	31254.2696	22666.0649	60308.4566	183279.0483	104347.9254	47845.3732	58898.6153	81913.8065	65091.8267	39445.2615	24506.9268	233472.8629	55082.2573	31873.1271	74881.1642	108639.8437	29172.0649	259472.429	22639.9523	155088.0517	145295.0762	256831.7807	115345.5382	189963.8316	36964.004	79949.2054	90181.9005	89244.687	52831.1902	165001.4857	80246.5274	211544.7394	122448.2687	290761.743	74483.6858	65988.147	175106.3743	95122.9041	28716.8253	64950.3795	55472.3667	342836.3442	279432.926	73466.1065	55209.1606	49284.1632	66809.9326	32595.3535	67148.7242	39755.6141	45887.0202
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	27711.3716	12712.9653	1529.3172	11652.7714	9655.6098	22081.9262	2844.5998	7829.0368	4963.9554	1887.0985	12890.0383	31321.8202	17155.0467	7761.4775	16967.5573	16251.3142	10143.9366	5507.5804	6012.4752	82268.5714	16785.033	9985.0401	12400.9436	19711.3686	8589.516	53271.2131	6084.9647	35814.8452	32824.3383	57244.5339	38097.024	46617.9842	4860.5286	19847.4931	31341.1447	11834.5659	19736.2	33833.2747	26244.2068	35843.3439	32577.8938	110819.9116	25727.5784	11707.6968	53984.4458	29706.5455	7849.8449	17287.4533	22274.3195	149226.3688	48930.6102	19563.6699	13686.5076	17063.0742	14916.9195	4956.7113	14506.5036	4018.3518	7642.4357
PWY0-862	5Z-dodec-5-enoate biosynthesis	80835.6594	32752.1897	5901.4325	28290.8307	33758.488	66446.1439	7644.4358	15406.8553	15734.5225	5774.4973	31735.3161	92823.7836	84732.999	22062.9844	37317.105	32168.6545	25211.9656	17711.8163	8982.025	108064.3941	19205.592	11722.9925	40042.8841	30733.1614	11495.3828	127464.5865	8921.6915	85665.0677	74476.2753	147088.0894	41862.5153	102452.2626	16195.4252	59571.5721	34196.2067	38642.6612	22446.5688	55033.608	27590.5701	116572.9832	72666.3125	125080.8097	27433.3467	21145.5182	98044.3272	61894.9356	12493.5831	14079.8328	31186.5018	190641.0442	166901.2483	65896.1464	39128.3476	32750.4689	45486.4179	12685.4524	54037.2428	14636.4803	29646.6135
PWY1G-0	mycothiol biosynthesis	23784.7885	9412.5907	3016.4791	7433.4726	3500.2058	41908.4024	790.5492	2887.3635	2383.0891	1421.475	6239.7729	63978.421	3746.6054	3549.2402	4564.189	6960.213	20111.8651	1991.06	1613.0659	14822.8986	1981.4335	1143.9818	14068.1216	7346.6701	592.0729	74961.1805	825.587	22906.9762	6524.2938	22229.0466	6397.1916	11081.9309	2140.6246	15029.9502	2976.385	12114.7336	1249.6471	20763.0291	4750.8745	14240.1426	27492.144	11997.6497	962.1443	8423.1528	22840.453	21694.744	4082.3289	3911.035	1711.7913	57451.9837	61286.9619	15361.6114	11642.1046	14075.5665	14888.634	4433.366	6870.9499	2737.3032	4533.187
PWY490-3	nitrate reduction VI assimilatory	8780.1668	5612.5854	572.0035	5012.7939	1295.2668	35639.6568	942.8634	3075.0215	892.8567	496.1304	5126.3836	13473.4553	3441.8121	2615.8778	2573.565	6890.2612	4303.5737	1723.1017	3968.0872	61407.9173	12075.5357	7685.375	2149.0565	14897.2852	6325.8158	17085.821	4826.0854	11187.582	18198.6332	16830.8894	35454.6404	25526.7286	1208.94	6823.2841	22824.3942	10608.1166	15267.4547	10028.0551	24861.2165	8418.6513	10599.1968	82522.6517	23720.3117	5795.9791	43025.3366	10198.2002	4919.5051	15962.6368	11026.8025	142238.87	57074.8036	10212.025	5796.4212	9884.1193	1509.322	1452.3635	2588.6205	1739.5867	1147.2218
PWY4FS-7	phosphatidylglycerol biosynthesis I plastidic	173567.13	196486.8944	33312.6978	155677.4863	117516.3174	198732.4342	62183.5688	115463.3823	57102.0617	55407.0973	87408.0834	249466.9297	235710.5944	97858.5273	105820.7048	150522.732	91395.2293	83835.9724	44909.7239	306290.5597	79124.5136	34725.2352	108896.0157	203958.2221	31920.4281	361851.249	40540.9182	222017.8749	202681.5892	505943.0512	153910.4898	320413.5604	74996.9923	116615.9739	118585.5521	133471.9875	60508.917	346166.2068	89821.2811	409174.5324	168980.7354	333147.9348	79332.5698	120125.1173	238081.168	132604.204	45220.8469	87000.3398	61335.974	443125.017	397247.504	100927.3401	69309.8791	65537.7066	95488.5991	57102.3732	120857.5959	77367.1094	88418.7888
